time,open,high,low,close,volume,gk_volatility,RSI,ATR,MACD_Line,MACD_Signal,MA_5,MA_20,MA_50,MA_200,MA_400,EMA_5,EMA_8,EMA_13,Bollinger_High,Bollinger_Low,Fibonacci_max,Fibonacci_0.382,Fibonacci_0.618,Fibonacci_0.786,Fibonacci_0.886,Fibonacci_low,Pivot,Support1,Resistance1,Support2,Resistance2,Prev_Pivot,Prev_Support1,Prev_Resistance1,Prev_Support2,Prev_Resistance2,%K,%D,SAR,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,return,log_return,lag1_close,lag2_close,rolling_mean_5,rolling_std_5,SMA_10,Volatility,Dollar_Volume,Year,Month,Day,Hour,open_macd_diff,rsi_open_ratio,open_close_ratio_ma5,macd_cross,bullish_candle_freq,previous_open,previous_open2,previous_high,previous_high2,previous_low,previous_low2,previous_bullish_candle_freq,signal,Trading_Signal,Pip_Value,previous_pip_value,previous_volume
2019-01-02,0.70512,0.70519,0.69815,0.6984,137944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,0.6984,0.6984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70058,0.69597,0.7030099999999999,0.69354,0.7076199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984,0.0,0.0,0.0,0.0,0.71034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96340.0896,2019,1,2,0,0.70512,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,Sell,14.3184421534937,0.0,0.0
2019-01-03,0.69838,0.70194,0.67225,0.70051,171297,0.0,0.0,0.0,0.00016831908831904663,3.366381766380933e-05,0.0,0.0,0.0,0.0,0.0,0.6991033333333334,0.6988688888888889,0.6987014285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6915666666666667,0.6811933333333333,0.7108833333333333,0.6618766666666667,0.7212566666666667,0.70058,0.69597,0.7030099999999999,0.69354,0.7076199999999999,0.0,0.0,0.70519,0.0,0.0,0.0,0.0,0.70889,0.00302119129438716,0.0030166366672625127,0.6984,0.0,0.0,0.0,0.0,0.0,119995.26147,2019,1,3,0,0.698211680911681,0.0,0.0,1,0.0,0.70512,0.0,0.70519,0.0,0.69815,0.0,0.0,1,Buy,14.275313700018561,14.3184421534937,137944.0
2019-01-04,0.70009,0.71246,0.69935,0.71178,138186,0.031557273926239096,0.0,0.0,0.0011973061906964677,0.000266392292270341,0.0,0.0,0.0,0.0,0.0,0.7033288888888889,0.7017380246913579,0.7005697959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7078633333333334,0.7032666666666668,0.7163766666666668,0.6947533333333334,0.7209733333333334,0.6915666666666667,0.6811933333333333,0.7108833333333333,0.6618766666666667,0.7212566666666667,0.0,0.0,0.67225,0.0,0.0,0.0,0.0,0.70616,0.016088278539921008,0.015960233708412038,0.70051,0.6984,0.0,0.0,0.0,0.0,98358.03108,2019,1,4,0,0.6988926938093035,0.0,0.0,1,0.0,0.69838,0.70512,0.70194,0.70519,0.67225,0.69815,0.0,1,Buy,14.04928489139903,14.275313700018561,171297.0
2019-01-07,0.71138,0.71497,0.7109,0.71477,109484,0.013114122525645837,0.0,0.0,0.002228366670443016,0.0006587871679048761,0.0,0.0,0.0,0.0,0.0,0.7071425925925927,0.7046340192043895,0.7025983965014578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7135466666666667,0.7121233333333333,0.7161933333333333,0.7094766666666666,0.7176166666666667,0.7078633333333334,0.7032666666666668,0.7163766666666668,0.6947533333333334,0.7209733333333334,0.0,0.0,0.6730542,0.0,0.0,0.0,0.0,0.70954,0.004200736182528475,0.004191937721693152,0.71178,0.70051,0.0,0.0,0.0,0.0,78255.87868000001,2019,1,7,0,0.709151633329557,0.0,0.0,1,0.0,0.70009,0.69838,0.71246,0.70194,0.69935,0.67225,0.0,1,Buy,13.990514431215637,14.04928489139903,138186.0
2019-01-08,0.71475,0.71494,0.71164,0.71398,162175,0.004869240409727407,0.0,0.0,0.0029477631526325654,0.0011165823648504138,0.707888,0.0,0.0,0.0,0.0,0.7094217283950618,0.7067109038256363,0.7042243398583925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7135199999999999,0.7120999999999998,0.7153999999999998,0.71022,0.7168199999999999,0.7135466666666667,0.7121233333333333,0.7161933333333333,0.7094766666666666,0.7176166666666667,0.0,0.0,0.6747308320000001,0.0,0.0,0.0,0.0,0.70881,-0.0011052506400661688,-0.0011058618799785617,0.71477,0.71178,0.707888,0.00781151521793307,0.0,0.0,115789.70649999999,2019,1,8,0,0.7118022368473674,0.0,0.9972986828920746,1,0.0,0.71138,0.70009,0.71497,0.71246,0.7109,0.69935,0.0,-1,Sell,14.005994565674111,13.990514431215637,109484.0
2019-01-09,0.71395,0.7194,0.71339,0.7171,193078,0.006499555445403506,0.0,0.0,0.0037266890215544857,0.0016386036961912283,0.7116279999999999,0.0,0.0,0.0,0.0,0.7119811522633746,0.7090195918643838,0.7060637198786223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71663,0.7138599999999999,0.71987,0.7106199999999999,0.7226400000000001,0.7135199999999999,0.7120999999999998,0.7153999999999998,0.71022,0.7168199999999999,0.0,0.0,0.6771451820800001,0.0,0.0,0.0,0.0,0.71048,0.00436987030449032,0.004360350145747707,0.71398,0.71477,0.7116279999999999,0.006499613065406322,0.0,0.0,138456.2338,2019,1,9,0,0.7102233109784455,0.0,0.9944957457085639,1,0.0,0.71475,0.71138,0.71494,0.71497,0.71164,0.7109,0.0,1,Buy,13.945056477478735,14.005994565674111,162175.0
2019-01-10,0.71691,0.71977,0.71461,0.71856,166085,0.007175157859209577,0.0,0.0,0.004410956422885803,0.0021930742415301437,0.715238,0.0,0.0,0.0,0.0,0.7141741015089164,0.7111396825611873,0.7078489027531047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7176466666666667,0.7155233333333333,0.7206833333333333,0.7124866666666666,0.7228066666666667,0.71663,0.7138599999999999,0.71987,0.7106199999999999,0.7226400000000001,0.0,0.0,0.6805255675136,0.0,0.0,0.0,0.0,0.71392,0.002035978245712,0.0020339084508988344,0.7171,0.71398,0.715238,0.002658104587859766,0.0,0.0,119342.0376,2019,1,10,0,0.7124990435771142,0.0,0.9946446222351775,1,0.0,0.71395,0.71475,0.7194,0.71494,0.71339,0.71164,0.0,1,Buy,13.916722333556002,13.945056477478735,193078.0
2019-01-11,0.71846,0.72351,0.71822,0.72117,182692,0.00668735078078485,0.0,0.0,0.005105001179793289,0.002775459629182773,0.717116,0.0,0.0,0.0,0.0,0.7165060676726109,0.7133686419920345,0.7097519166455184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7209666666666666,0.7184233333333333,0.7237133333333333,0.7156766666666666,0.7262566666666667,0.7176466666666667,0.7155233333333333,0.7206833333333333,0.7124866666666666,0.7228066666666667,0.0,0.0,0.68445001076224,0.0,0.0,0.0,0.0,0.71296,0.0036322645290580713,0.0036256837867706124,0.71856,0.7171,0.717116,0.002909403718977744,0.0,0.0,131751.98963999999,2019,1,11,0,0.7133549988202067,0.0,0.9971777885443187,1,0.0,0.71691,0.71395,0.71977,0.7194,0.71461,0.71339,0.0,1,Buy,13.866356060290917,13.916722333556002,166085.0
2019-01-14,0.72108,0.7218,0.71756,0.71965,134693,0.006361273525949727,0.0,0.0,0.0054693382266036705,0.0033142353486669525,0.718092,0.0,0.0,0.0,0.0,0.717554045115074,0.7147644993271379,0.7111659285533015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7196699999999999,0.7175399999999998,0.7217799999999999,0.7154299999999999,0.7239099999999999,0.7209666666666666,0.7184233333333333,0.7237133333333333,0.7156766666666666,0.7262566666666667,0.0,0.0,0.6891372094707712,0.6978800000000001,0.0,0.0,0.0,0.71642,-0.0021076861211641873,-0.002109910417518799,0.72117,0.71856,0.718092,0.0027392097400531293,0.0,0.0,96931.81745,2019,1,14,0,0.7156106617733964,0.0,0.998523760833024,1,0.0,0.71846,0.71691,0.72351,0.71977,0.71822,0.71461,0.0,-1,Sell,13.89564371569513,13.866356060290917,182692.0
2019-01-15,0.7196,0.72257,0.71801,0.72027,170979,0.005530311252478287,0.0,0.0,0.005741917528502283,0.0037997717846340187,0.71935,0.0,0.0,0.0,0.0,0.7184593634100493,0.7159879439211073,0.7124665101885442,0.7297084456779039,0.6975295543220961,0.0,0.0,0.0,0.0,0.0,0.0,0.7202833333333333,0.7179966666666665,0.7225566666666665,0.7157233333333333,0.7248433333333333,0.7196699999999999,0.7175399999999998,0.7217799999999999,0.7154299999999999,0.7239099999999999,0.0,0.0,0.6939494001448632,0.6978800000000001,0.0,0.0,0.0,0.71633,0.0008615299103731378,0.0008611590064944736,0.71965,0.72117,0.71935,0.0015760234769832437,0.713619,0.00804472283895199,123151.04432999999,2019,1,15,0,0.7138580824714977,0.0,0.9981220271711061,1,7.0,0.72108,0.71846,0.7218,0.72351,0.71756,0.71822,0.0,1,Buy,13.88368250794841,13.89564371569513,134693.0
